,Date,Close,High,Low,Open,Volume,SMA_05,SMA_08,SMA_13,SMA_21,EMA_50,EMA_200,VolumeSMA_14,RSI,MACD,MACD_Signal,MACD_Hist,BB_Up,BB_Mid,BB_Low,Plus_DMI,Minus_DMI,ADX,SAR,SAR_MoreSensitive,SAR_LessSensitive,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,ATR,NATR,TRANGE,APO,CCI,CMO,MFI,MOM,ROC,ROCP,ROCR,ROCR100,STOCH_K,STOCH_D,STOCHF_K,STOCHF_D,STOCHRSI_K,STOCHRSI_D,TRIX,ULTOSC,WILLR,OBV,AD,CMF,VPT,BOP
BERG-B.ST,2025-03-03,317.5,327.5,317.5,320.0,15640.0,323.2,321.75,325.5769230769231,321.9761904761905,314.6831056278181,,24699.214285714286,48.54915425535883,2.6268430963305036,3.9767612580766167,-1.3499181617461131,339.12281327166784,321.975,304.8271867283322,27.406092525921093,23.096818232677364,12.213458086010007,348.20525376,332.5,313.62297346789455,327.25,322.75,304.25,293.25,,10.192211956965469,3.2101454982568405,10.0,4.467948717948673,-64.58194721667792,-2.901691489282343,61.598567279484925,-23.5,-6.891495601173025,-0.0689149560117302,0.9310850439882697,93.10850439882698,31.428571428571434,48.616780045351476,14.285714285714286,31.428571428571434,0.0,21.488753318260944,0.16790120121059626,39.91737451831538,-93.05555555555556,-410405.0,-8584.072241079104,0.14184328246181863,-4709.147841410826,-0.25
BERG-B.ST,2025-03-04,307.0,317.5,307.0,315.5,15170.0,319.9,319.875,324.15384615384613,321.26190476190476,314.38180736790366,,24995.785714285714,42.039443382887,1.2051036675916862,3.4224297399796306,-2.2173260723879444,339.34594688296187,321.075,302.8040531170381,25.39347277367411,28.74435308242522,11.783177948589595,347.5411486848,330.4,351.0,319.75,322.75,304.25,293.25,,10.214196817182222,3.327099940450235,10.5,2.4166666666666856,-170.58238918704015,-15.921113234225997,57.88849411834408,-30.5,-9.037037037037033,-0.09037037037037036,0.9096296296296297,90.96296296296296,16.190476190476197,34.92063492063492,0.0,16.190476190476197,0.0,8.36629398620586,0.1655641460204471,36.25714250308319,-100.0,-425575.0,-23754.072241079106,0.10446091137280376,-5210.832880780905,-0.8095238095238095
BERG-B.ST,2025-03-05,316.5,320.5,310.0,310.0,13991.0,317.0,319.4375,322.88461538461536,320.85714285714283,314.46487374563293,,24536.714285714286,48.73681785060472,0.8353066374676246,2.9050051194772295,-2.069698482009605,339.29285820178893,321.225,303.1571417982111,25.100775892380017,26.091335805631942,11.079735627310274,345.91950273740804,327.5,350.56,319.75,322.75,306.125,293.25,,10.44889704452635,3.301389271572306,13.5,0.1057692307692264,-93.63784665579058,-2.5263642987905564,57.06032072271569,-5.0,-1.5552099533437058,-0.015552099533437015,0.9844479004665629,98.4447900466563,17.18020541549954,21.599751011515718,37.254901960784316,17.18020541549954,64.6884159251757,21.562805308391905,0.16267032851617902,41.98387697080081,-78.4090909090909,-411584.0,-20422.88176488863,0.08277286919567564,-4777.8866267092435,0.6190476190476191
BERG-B.ST,2025-03-06,310.0,319.0,308.5,319.0,14993.0,314.4,318.6875,320.5,320.6904761904762,314.2897806575689,,22783.0,44.91282686132095,0.01754193708592311,2.3275124829989684,-2.3099705459130453,339.25416618452584,321.25,303.24583381547416,23.29952264567357,25.244154260993128,10.574464664785863,344.3627226279117,324.22,350.1244,319.75,322.75,308.375,294.0,,10.452547255631611,3.3717894373005195,10.5,-1.6666666666666856,-110.43072132848971,-10.174346277358092,49.15423848999524,-12.0,-3.7267080745341574,-0.037267080745341616,0.9627329192546584,96.27329192546584,17.296349434082583,16.889010346686103,14.634146341463415,17.296349434082583,32.09133662431801,32.259917516497914,0.15874186631095188,33.741706760819326,-93.18181818181819,-426577.0,-31132.167479174343,0.04063587524295767,-5085.79973887354,-0.8571428571428571
BERG-B.ST,2025-03-07,308.5,311.0,304.5,309.5,23138.0,311.9,316.8125,318.2692307692308,320.64285714285717,314.06273043570343,,20848.714285714286,44.05380211855974,-0.7430149300175799,1.7134070003956587,-2.4564219304132386,338.9843015193682,321.375,303.7656984806318,22.235751553486356,26.90121975026829,10.497347365791455,342.86821372279525,321.4648,349.693156,318.5,322.75,310.375,296.0,,10.170222451657924,3.296668541866426,6.5,-2.211538461538453,-146.2962962962956,-11.892395762880529,36.27565326159268,-11.5,-3.5937499999999956,-0.0359375,0.9640625,96.40625,23.093450883357946,19.19000191098002,17.391304347826086,23.093450883357946,30.076841983111837,42.28553151086852,0.15384430149036898,30.681497277123665,-91.39784946236558,-449715.0,-25792.62901763588,0.032384139377112806,-5197.757803389669,-0.15384615384615385
BERG-B.ST,2025-03-10,300.5,311.5,300.0,306.5,14728.0,308.5,313.0,316.65384615384613,320.3809523809524,313.53085865391114,,18871.428571428572,39.69330544356014,-1.9686020489161251,0.9770051905333019,-2.9456072394494273,340.2698070008411,320.775,301.2801929991588,20.456257617805846,27.87990553634736,10.844563436331928,340.5661208994275,319.0,348.78929288,316.25,322.75,310.375,296.0,,10.265206562253786,3.416042117222558,11.5,-3.176282051282044,-157.84313725490102,-20.61338911287972,23.419894851710705,-15.5,-4.905063291139244,-0.0490506329113924,0.9509493670886076,95.09493670886076,11.488158359844475,17.292652892428332,2.4390243902439024,11.488158359844475,0.0,20.722726202476622,0.1474745378860165,29.96161001398446,-98.73417721518987,-464443.0,-39239.93336546197,-0.02636730926494372,-5579.683249094694,-0.5217391304347826
BERG-B.ST,2025-03-11,299.0,304.5,298.5,301.5,18362.0,306.9,310.0,314.88461538461536,319.73809523809524,312.96102105964013,,17768.285714285714,38.91551728649287,-3.0260437853874578,0.17639539534914994,-3.202439180736608,341.41249639769364,319.725,298.0375036023064,19.57600590234647,27.755980533245904,11.304389499254196,337.3208312274733,314.44,347.3256140936,315.5,322.75,310.375,296.0,,9.96054895066423,3.331287274469642,6.0,-4.041666666666686,-153.75921375921317,-22.168965427014257,25.064126839486466,-24.5,-7.573415765069546,-0.07573415765069552,0.9242658423493045,92.42658423493046,7.3676853369324276,13.983098193378277,2.272727272727273,7.3676853369324276,0.0,10.025613994370618,0.1398134538710183,29.254097006855435,-98.52941176470587,-482805.0,-54541.60003212864,-0.12886066610034858,-5671.340487031465,-0.4166666666666667
BERG-B.ST,2025-03-12,299.0,308.5,296.0,308.5,15640.0,303.4,307.25,313.2692307692308,318.73809523809524,312.4135300376935,,17700.571428571428,38.915517286492864,-3.8200389488862356,-0.6228914734979273,-3.1971474753883085,342.13425004125247,318.65,295.1657499587475,20.66986004572301,25.312241903693295,11.218080444398288,333.43874810472596,311.5,345.372589529856,311.75,322.75,310.375,296.0,,10.14193831133107,3.3919526124853077,12.5,-4.458333333333314,-120.95702259636644,-22.168965427014257,31.29500343784511,-32.0,-9.667673716012082,-0.09667673716012085,0.9033232628398792,90.33232628398792,5.918409974613586,8.258084557130157,13.043478260869565,5.918409974613586,0.0,5.921189464667502e-15,0.13115733333564084,30.77920985457482,-91.78082191780823,-482805.0,-62674.400032128644,-0.15169089194965013,-5671.340487031465,-0.76
BERG-B.ST,2025-03-13,292.5,298.5,292.0,293.5,14433.0,299.9,304.125,311.46153846153845,317.4047619047619,311.63260729111727,,16903.285714285714,35.42678776753598,-4.917100242808203,-1.4817332273599826,-3.4353670154482208,342.84569596664016,317.0,291.15430403335984,19.627686595947036,26.917140147750594,11.535442312771734,328.94609833215884,308.5,342.90396005336316,309.75,321.5,308.875,296.0,,9.917514146235993,3.390603126918288,7.0,-6.233974358974365,-144.2922374429227,-29.14642446492805,32.97586586815465,-30.5,-9.442724458204331,-0.09442724458204334,0.9055727554179567,90.55727554179566,5.96010269923314,6.41539933692638,2.564102564102564,5.96010269923314,0.0,5.921189464667502e-15,0.12119384504729602,31.417599330787976,-98.76543209876543,-497238.0,-74886.93849366711,-0.19468855064172444,-5985.101356596682,-0.15384615384615385
BERG-B.ST,2025-03-14,296.0,297.5,292.5,293.5,13600.0,297.4,302.75,309.34615384615387,316.0,311.0195638679362,,16843.714285714286,38.617784942864354,-5.441383589980035,-2.273663299883993,-3.1677202900960415,341.4427746729031,315.15,288.85722532709684,18.894857445618733,25.912148303840826,11.830135476261363,323.7736445656566,308.5,339.8497224501614,306.25,321.5,308.875,296.0,,9.566263135790564,3.2318456539832985,5.0,-8.63141025641022,-113.15898713159028,-22.764430114271303,38.684717006790855,-25.0,-7.788161993769471,-0.0778816199376947,0.9221183800623053,92.21183800623052,12.040133779264218,7.972882151036977,20.51282051282051,12.040133779264218,74.79160799591409,24.930535998638035,0.11055975392448847,28.58939126498057,-90.12345679012346,-483638.0,-69446.93849366711,-0.26514374122953005,-5822.366313861639,0.5
BERG-B.ST,2025-03-17,293.0,297.5,290.5,294.5,19527.0,295.9,299.8125,306.4230769230769,314.0952380952381,310.3129143044877,,16420.071428571428,36.93306664786407,-6.0294530660835335,-3.024821253123901,-3.0046318129596323,337.90452245621054,312.75,287.59547754378946,17.88791189401426,26.053866781666024,12.312524256057369,319.32533432646466,302.56,336.9787391031517,305.5,320.75,308.875,296.0,,9.382958626091238,3.20237495771032,7.0,-10.63141025641022,-106.28480509148743,-26.133866704271863,28.517292224362368,-24.5,-7.71653543307087,-0.07716535433070866,0.9228346456692913,92.28346456692913,12.321937321937327,10.107391266811558,13.88888888888889,12.321937321937327,43.175570709719466,39.322392901877855,0.09921737098597116,29.063851414081824,-94.04761904761905,-503165.0,-75026.08135080997,-0.4136794919256605,-6020.275097645424,-0.21428571428571427
BERG-B.ST,2025-03-18,296.0,298.0,293.0,293.0,10060.0,295.3,298.0625,304.34615384615387,311.95238095238096,309.75162354744896,,15588.5,39.76307308428665,-6.182163304442895,-3.6562896633877,-2.525873641055195,334.1084696534679,310.675,287.2415303465321,17.577289408306243,25.027877017737765,12.682166911404353,314.7132808342303,290.5,333.7252273659311,304.75,320.75,308.875,296.0,,9.069890152799006,3.064152078648313,5.0,-12.080128205128233,-82.18243819266843,-20.4738538314267,24.057390392532543,-11.0,-3.583061889250816,-0.035830618892508145,0.9641693811074918,96.41693811074919,21.652421652421662,15.338164251207731,30.555555555555557,21.652421652421662,100.0,72.65572623521119,0.0876694553675561,27.571073205401564,-86.90476190476191,-493105.0,-73014.08135080997,-0.3636928597438256,-5917.2716846761405,0.6
BERG-B.ST,2025-03-19,295.5,322.0,293.0,322.0,8789.0,294.6,296.4375,302.38461538461536,309.95238095238096,309.1927363495098,,15469.285714285714,39.44537453878124,-6.271242114502854,-4.179280153610731,-2.0919619608921236,333.14446570707867,309.375,285.60553429292133,30.444928927160163,20.087049743186377,13.240417266537921,290.5,290.5,330.69946145031594,306.25,320.75,308.875,296.0,,10.493469427599077,3.551089484805102,29.0,-12.971153846153868,-16.908212560386893,-21.10925092243752,28.3535598828127,-21.0,-6.635071090047395,-0.06635071090047394,0.933649289099526,93.36492890995261,20.105820105820115,18.026726360059698,15.873015873015873,20.105820105820115,92.67348612236896,78.61635227736281,0.0760261710365473,24.55656711694543,-86.48648648648648,-501894.0,-80287.73652322376,-0.32671361977329355,-5932.117968459925,-0.9137931034482759
BERG-B.ST,2025-03-20,289.5,295.0,285.0,293.5,27226.0,294.0,295.0625,300.2307692307692,308.42857142857144,308.42047217894077,,16092.642857142857,35.753709245479506,-6.74819853703417,-4.693063830295419,-2.0551347067387518,332.276516263016,307.75,283.223483736984,28.26891912502986,24.096965685985282,12.863739611772186,322.0,322.0,327.8854991487938,303.5,318.0,308.5,296.0,,10.493935897056286,3.624848323680928,10.5,-13.237179487179446,-120.12779552715674,-28.492581509040978,27.545497644001426,-20.5,-6.612903225806455,-0.06612903225806452,0.9338709677419355,93.38709677419355,19.53024453024454,20.429495429495436,12.162162162162163,19.53024453024454,0.0,64.22449537412298,0.06390315800630653,26.91406735552838,-89.41176470588236,-529120.0,-83010.33652322377,-0.3083143179264798,-6484.930151201042,-0.4
BERG-B.ST,2025-03-21,283.0,289.5,282.0,289.5,11952.0,291.4,293.0625,298.38461538461536,306.57142857142856,307.4235909170215,,15829.214285714286,32.23414293826984,-7.5634983149486175,-5.267150727226058,-2.2963475877225594,331.9837113923621,305.9,279.81628860763783,26.795699069976838,24.925744069197638,12.203146403537762,322.0,322.0,324.4546592168903,302.0,316.5,309.125,296.25,,10.280083332980837,3.632538280205243,7.5,-14.394230769230774,-146.53465346534676,-35.531714123460326,28.213004795804476,-25.5,-8.265802269043764,-0.08265802269043761,0.9173419773095624,91.73419773095624,10.178392678392688,16.60481910481911,2.5,10.178392678392688,0.0,30.891162040789652,0.050951976156832224,26.299271905598793,-97.5,-541072.0,-91775.13652322377,-0.29908386411156507,-6753.282482807259,-0.8666666666666667
BERG-B.ST,2025-03-24,293.5,293.5,284.5,284.5,102212.0,291.5,292.375,296.61538461538464,305.3095238095238,306.87756774380495,,22046.5,42.14224071196707,-7.278465396620049,-5.669413661104857,-1.6090517355151928,330.9598715864718,304.775,278.59012841352813,27.61885569925352,23.10993623629892,11.9663705690988,320.4,318.8,320.6337398873702,302.0,316.5,312.625,299.75,,10.29579166633935,3.5079358318021634,10.5,-14.25,-80.7017543859648,-15.715518576065845,52.9431829080615,-7.0,-2.329450915141429,-0.02329450915141431,0.9767054908485857,97.67054908485858,14.47072072072073,14.726452643119316,28.75,14.47072072072073,100.0,33.333333333333336,0.038376360996994485,35.70438057668644,-71.25,-438860.0,10436.863476776227,0.03408524651208242,-2960.9644616058454,1.0
BERG-B.ST,2025-03-25,289.5,294.5,286.5,294.5,5805.0,290.2,292.0,295.03846153846155,304.04761904761904,306.19609449894983,,21461.785714285714,39.75743459502597,-7.291291852099164,-5.993789299303718,-1.2975025527954456,328.58240088680265,303.075,277.56759911319733,26.766122681024466,21.806490653520253,11.840969675076249,318.864,315.856,317.1567032975069,302.0,316.5,316.125,302.75,,10.13180654731511,3.4997604653938206,8.0,-13.852564102564088,-75.11415525114144,-20.48513080994806,49.599798753084045,-9.5,-3.17725752508361,-0.03177257525083612,0.9682274247491639,96.8227424749164,16.666666666666675,13.77192668859336,18.75,16.666666666666675,75.93073694456282,58.64357898152094,0.025899121080041887,33.425641595093595,-81.25,-444665.0,8985.613476776227,-0.002961048792532987,-3040.0786012992016,-0.625
BERG-B.ST,2025-03-26,284.5,291.5,284.0,290.5,7765.0,288.0,290.5625,293.1923076923077,302.1904761904762,305.3452672636969,,20945.5,36.943173725451665,-7.617109823177088,-6.318453404078392,-1.2986564190986964,324.03196727082974,300.75,277.46803272917026,25.324062157986933,22.427514661439297,11.42846239443567,317.38944,313.14752,313.9926000007313,302.0,310.75,322.0,307.5,,9.943820365364031,3.4951916925708373,7.5,-13.147435897435912,-105.67632850241546,-26.113652549096667,51.012062274312285,-14.5,-4.8494983277591945,-0.048494983277591976,0.9515050167224081,95.15050167224081,22.24358974358975,17.793659043659048,19.23076923076923,22.24358974358975,47.52709243224029,74.48594312560104,0.013208711336365475,31.14454125690081,-93.75,-452430.0,2255.94681010956,-0.05315131042596403,-3174.189136705074,-0.8
BERG-B.ST,2025-03-27,281.0,283.0,277.0,281.5,18399.0,286.3,289.0625,291.6923076923077,299.8095238095238,304.39055090041467,,20607.0,35.07169261288735,-8.064777922190558,-6.6677183077008255,-1.3970596144897325,321.08680012836254,298.65,276.2131998716374,23.935319015486975,26.315910165668534,10.950527862240701,315.9738624,310.6557184,311.1132660006655,299.5,304.75,322.0,307.5,,9.76926176783803,3.47660561133026,7.5,-13.089743589743591,-157.4365175332533,-29.85661477422531,52.20185382791676,-11.5,-3.9316239316239288,-0.039316239316239315,0.9606837606837607,96.06837606837607,20.27930402930404,19.729853479853485,22.857142857142858,20.27930402930404,28.638692708001688,50.69884069493494,0.0001856710111658444,31.03190884863417,-91.11111111111111,-470829.0,8388.946810109559,-0.00952009921548063,-3400.538873084687,-0.08333333333333333
BERG-B.ST,2025-03-28,290.0,290.0,277.5,277.5,14169.0,287.7,288.3125,291.0,298.23809523809524,303.8262155709866,,20567.071428571428,43.059565924618646,-7.605660017745947,-6.85530664970985,-0.7503533680360972,317.32028684267186,297.1,276.8797131573282,26.808592861855253,23.95777610349236,10.569458848719437,313.635430656,306.617032192,307.7019394005989,299.5,304.75,325.375,314.75,,9.964314498706742,3.435970516795428,12.5,-12.608974358974365,-79.5040116703136,-13.880868150762721,57.29014317403506,-6.0,-2.0270270270270285,-0.02027027027027027,0.9797297297297297,97.97297297297297,38.7912087912088,27.104700854700862,74.28571428571429,38.7912087912088,100.0,58.72192838008066,-0.012177177173422482,47.76401335441926,-71.11111111111111,-456660.0,22557.94681010956,0.04020243582371498,-2946.7274851843313,1.0
BERG-B.ST,2025-03-31,290.0,291.0,270.0,270.0,30515.0,287.0,287.625,290.3076923076923,296.76190476190476,303.28401103879105,,21435.14285714286,43.05956592461863,-7.159278069617017,-6.9161009336912835,-0.2431771359257331,313.83984198109283,295.725,277.6101580189072,23.068640558101556,25.597876552984815,10.185717233409845,311.43730481664,303.06298832896,304.63174546053904,296.0,301.25,326.75,318.0,,10.752577748799117,3.7077854306203855,21.0,-11.663461538461547,-93.783494105037,-13.880868150762735,55.22824752724096,-3.0,-1.0238907849829393,-0.010238907849829351,0.9897610921501706,98.97610921501706,59.59183673469389,39.554116518402246,81.63265306122449,59.59183673469389,99.99999999999983,76.21289756933383,-0.0238528926901016,58.6789909950066,-61.53846153846153,-456660.0,50166.75633391908,0.14670322811218256,-2946.7274851843313,0.9523809523809523
BERG-B.ST,2025-04-01,295.5,295.5,286.0,291.5,13720.0,288.2,288.375,290.53846153846155,295.7142857142857,302.9787557039365,,21298.0,47.62624358270453,-6.2892149698622575,-6.790723740925478,0.5015087710632207,312.51116355547725,295.15,277.7888364445227,24.615057651252968,23.968849745157218,9.553172168180197,308.1223204313088,297.7729101963264,301.16857091448514,282.75,301.25,327.875,318.0,,10.66310790959918,3.6084967545174886,9.5,-10.916666666666686,27.08333333333298,-4.74751283459094,54.86586566180394,-0.5,-0.16891891891891442,-0.0016891891891891893,0.9983108108108109,99.83108108108108,85.30612244897961,61.2297226582941,100.0,85.30612244897961,100.0,99.99999999999994,-0.034347322743366604,65.84236669914887,-50.96153846153846,-442940.0,63886.75633391908,0.21963798812852908,-2686.520588632607,0.42105263157894735
BERG-B.ST,2025-04-02,295.0,296.5,289.5,295.0,16128.0,290.3,289.875,290.46153846153845,295.14285714285717,302.66586332338994,,21419.071428571428,47.255203167696536,-5.575755675526011,-6.547730127845584,0.9719744523195732,308.4147175704406,294.075,279.7352824295594,24.118510551311083,22.816631021399072,9.068930168736468,305.0725347968041,270.0,298.0517138230366,283.25,301.25,327.875,318.0,,10.401457344627811,3.525917743941631,7.0,-9.653846153846132,47.71929824561405,-5.489593664606921,60.007779826070006,-0.5,-0.16920473773265332,-0.001692047377326565,0.9983079526226735,99.83079526226734,91.99075856757798,78.96290591708383,94.33962264150944,91.99075856757798,97.04457438661066,99.01485812887017,-0.04378711349762865,65.27379718038196,-51.92307692307692,-459068.0,73102.75633391908,0.23313741390316534,-2713.80992873413,0.0
BERG-B.ST,2025-04-03,287.0,293.0,284.0,291.5,15999.0,291.5,289.0625,290.0,293.73809523809524,302.05151574208054,,21590.428571428572,41.662464677372334,-5.591412858874833,-6.356466674051434,0.7650538151766018,305.5593777052906,292.925,280.2906222947094,22.304037391470867,24.861678260148366,8.80848297683736,302.26673201305977,271.06,296.5,283.25,301.25,327.875,318.0,,10.44421039144011,3.639097697365892,11.0,-8.711538461538453,-29.465930018416497,-16.675070645255335,55.011640825641415,-2.5,-0.8635578583765069,-0.008635578583765112,0.9913644214162349,99.13644214162349,86.16352201257864,87.82013434304541,64.15094339622641,86.16352201257864,0.0,65.6815247955369,-0.05293687688756599,62.85836698190127,-67.3076923076923,-475067.0,67769.75633391908,0.2459225242575682,-3147.681115174808,-0.5
BERG-B.ST,2025-04-04,287.5,290.0,278.5,286.0,36319.0,291.0,288.8125,289.34615384615387,292.6666666666667,301.4808680659205,,22789.85714285714,42.123508044400396,-5.500074038320463,-6.18518814690524,0.6851141085847772,302.48572570562555,291.875,281.26427429437445,20.562377943408134,26.654904243104593,9.100960637957757,299.685393452015,272.0776,296.5,283.25,298.75,327.875,318.0,,10.519623934908674,3.658999629533452,11.5,-8.012820512820554,-60.83788706739616,-15.752983911199198,52.24762380070776,4.5,1.590106007067127,0.015901060070671377,1.0159010600706713,101.59010600706712,74.84276729559751,84.33234929191804,66.0377358490566,74.84276729559751,7.730725339530005,34.92509990871357,-0.06168651151345905,67.61709181383299,-66.34615384615384,-438748.0,88297.88676870169,0.2746865659310688,-3084.407596011045,0.13043478260869565
BERG-B.ST,2025-04-07,283.0,294.5,262.5,281.5,152672.0,289.6,288.625,288.38461538461536,291.45238095238096,300.75612814176674,,32976.42857142857,39.12647444966635,-5.724807736879654,-6.093112064900123,0.36830432802046875,301.50714042925205,291.0,280.49285957074795,16.663185967258947,31.081775994428583,10.607976758993251,297.3105619758538,296.5,262.5,279.5,295.0,327.875,318.0,,12.053936510986627,4.259341523316829,32.0,-7.092948717948673,-123.86831275720235,-21.7470511006673,34.23698451812972,-10.5,-3.5775127768313486,-0.03577512776831346,0.9642248722316865,96.42248722316864,63.49426563078063,74.83351831298559,60.29411764705882,63.49426563078063,0.0,2.576908446510013,-0.07038291622264436,66.50982694986146,-65.54621848739497,-591420.0,131236.8867687017,0.30811365451545236,-5474.056291663219,0.046875
HEM.ST,2024-10-10,371.0,371.0,365.20001220703125,369.0,84845.0,,,,,,,,,,,,,,,,,,,,,,,,,326.20001220703125,,,,,,,,,,,,,,,,,,,,,,84845.0,84845.0,,,0.3448283119534448
HEM.ST,2024-10-11,375.6000061035156,381.6000061035156,371.0,371.79998779296875,114628.0,,,,,,,,,,,,,,,,,,365.20001220703125,365.20001220703125,365.20001220703125,,,,,323.79998779296875,,,10.600006103515625,,,,,,,,,,,,,,,,,,,199473.0,69705.52755073544,,1421.2654976651997,0.35849208702686985
HEM.ST,2024-10-14,383.3999938964844,383.3999938964844,373.20001220703125,376.0,49572.0,,,,,,,,,,,,,,,,,,365.52801208496095,365.85601196289065,365.36401214599607,,,,,329.20001220703125,,,10.199981689453125,,,,,,,,,,,,,,,,,,,249045.0,119277.52755073544,,2450.7143490757153,0.725490900060736
HEM.ST,2024-10-15,378.6000061035156,386.79998779296875,378.6000061035156,383.3999938964844,66605.0,,,,,,,,,,,,,,,,,,366.2428913574219,367.2595305175781,365.72473178100586,,,,,321.79998779296875,,,8.199981689453125,,,,,,,,,,,,,,,,,,,182440.0,52672.52755073544,,1616.85104172,-0.5853656721139425
HEM.ST,2024-10-16,377.6000061035156,384.6000061035156,371.0,378.6000061035156,74007.0,377.24000244140626,,,,,,,,,,,,,,,,,367.4763171435547,369.604385390625,366.3569894613647,,,,,321.0,,,13.600006103515625,,,,,,,,,,,,,,,,,,,108433.0,50495.88527044507,,1421.375609055149,-0.0735293787656094
HEM.ST,2024-10-17,368.0,373.79998779296875,365.0,371.79998779296875,89665.0,376.64000244140624,,,,,,,,,,,,,,,,,386.79998779296875,386.79998779296875,386.79998779296875,,,,,325.79998779296875,,,12.600006103515625,,,,,,,,,,,,,,,,,,,18768.0,21966.197347793364,,-858.2444475074356,-0.43181739365649646
HEM.ST,2024-10-18,365.6000061035156,366.6000061035156,358.3999938964844,366.6000061035156,84544.0,374.64000244140624,,,,,,,,,,,,,,,,,386.3639880371094,385.92798828125,386.58198791503906,,,,,330.20001220703125,,,9.600006103515625,,,,,,,,,,,,25.35216110705762,32.17369357989856,,,,,,-65776.0,85889.7402398134,,-1409.6169583345416,-0.12195103796827665
HEM.ST,2024-10-21,363.0,370.0,362.0,365.0,69817.0,370.56000366210935,372.85000228881836,,,,,,,,,,,,,,,,385.2454282714844,383.72574873046875,386.01834803466795,,,,,328.3999938964844,,,8.0,,,,,,,,,,,,16.197208070826584,18.436948257869087,,,,,,-135593.0,33526.9902398134,,-1906.1285094797395,-0.25
HEM.ST,2024-10-22,363.20001220703125,364.0,354.20001220703125,360.6000061035156,79943.0,367.4800048828125,371.87500381469727,,,,,,,,,,,,,,,,384.1716108964844,381.69968834375,385.46598095190427,370.5,,,,328.0,,,9.79998779296875,,,,,,,,,,23.71821275991121,24.77628486589295,29.605269101849427,23.71821275991121,,,,,,-55650.0,100418.25477149255,,-1862.0800911141769,0.2653070757272846
HEM.ST,2024-10-23,364.0,367.3999938964844,355.3999938964844,355.3999938964844,139090.0,364.7600036621094,370.4250030517578,,,,,,,,,,,,,,,,382.37331497511724,378.39972720734374,384.5280018895581,370.5,,,,328.20001220703125,,,12.0,,,,,,,,,,31.934159057558674,24.69644002511299,50.0,31.934159057558674,,,,,,83440.0,160690.7295944906,,-1555.7191374130048,0.7166671752929688
HEM.ST,2024-10-24,334.79998779296875,341.0,314.6000061035156,329.6000061035156,498563.0,358.1200012207031,364.35000228881836,,,,,,,,,,,,,,,,380.68291680903206,375.49576140730625,383.6181621990823,350.6999969482422,,,,327.0,,,49.399993896484375,,,,,-36.20001220703125,-9.757415689226756,-0.09757415689226752,0.9024258431077324,90.24258431077324,38.68911131007553,31.447161042515138,36.46206482837716,38.68911131007553,,,,,,-415123.0,425079.6840932335,,-41550.35014283642,0.19696904892639366
HEM.ST,2024-10-25,343.0,343.6000061035156,328.0,340.0,288499.0,353.6,359.9000015258789,,,,,,,,,,,,,,,,375.39628395259075,367.3999938964844,380.85743595525963,350.6999969482422,,,,331.79998779296875,,,15.600006103515625,,,,,-32.600006103515625,-8.679447703345101,-0.08679447703345096,0.913205522966549,91.3205522966549,45.90853245504395,38.84393427422605,51.26353253675468,45.90853245504395,,,,,,-126624.0,691386.2362557747,,-34484.35430062871,0.19230761706714453
HEM.ST,2024-10-28,343.0,345.20001220703125,339.0,343.0,161158.0,349.6,355.57500076293945,363.9076937161959,,,,,,,,,,,,,,,370.53258172466474,358.9519958496094,378.20713876118987,349.6000061035156,,,,344.79998779296875,,,6.20001220703125,,,,,-40.399993896484375,-10.53729643704484,-0.10537296437044838,0.8946270356295516,89.46270356295516,47.17115900958161,43.92293425823369,53.78787966361298,47.17115900958161,,,,,,-126624.0,738173.6332886844,,-34484.35430062871,0.0
HEM.ST,2024-10-29,342.6000061035156,345.79998779296875,341.0,343.0,128337.0,345.47999877929686,352.4000015258789,361.7230788010817,,,,137805.2142857143,,,,,,,,,,,366.0579756749728,351.85567749023437,375.6628534548829,344.1999969482422,,,,354.20001220703125,,,4.79998779296875,,-91.98349160781002,,,-36.0,-9.508716170003705,-0.09508716170003703,0.9049128382999629,90.49128382999629,52.693909163649806,48.59120020942512,53.03031529058174,52.693909163649806,,,,,-61.21882672985469,-254961.0,695395.1772531822,,-34634.01615687686,-0.08333227369250919
HEM.ST,2024-10-30,335.6000061035156,344.3999938964844,335.0,342.3999938964844,125204.0,339.8,348.6500015258789,358.64615572415863,,,,140688.0,27.480921661848956,,,,,,,15.16130011919445,41.644675622145506,,361.9413381092562,345.8947700683594,373.2203395608282,342.3000030517578,,,,342.3999938964844,12.857140677315849,3.8310907161753955,9.399993896484375,,-93.81498900187935,-45.03815667630209,52.360776734677486,-42.0,-11.122881176142274,-0.1112288117614227,0.8887711882385773,88.87711882385773,58.04197558773776,52.635681253656394,67.30773180901853,58.04197558773776,,,,,-70.91412004739102,-380165.0,586174.8395857007,,-37192.18306985464,-0.7234034264120071
