,Date,Close,High,Low,Open,Volume,SMA_05,SMA_08,SMA_13,SMA_21,EMA_50,EMA_200,VolumeSMA_14,RSI,MACD,MACD_Signal,MACD_Hist,BB_Up,BB_Mid,BB_Low,Plus_DMI,Minus_DMI,ADX,SAR,SAR_MoreSensitive,SAR_LessSensitive,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,ATR,NATR,TRANGE,APO,CCI,CMO,MFI,MOM,ROC,ROCP,ROCR,ROCR100,STOCH_K,STOCH_D,STOCHF_K,STOCHF_D,STOCHRSI_K,STOCHRSI_D,TRIX,ULTOSC,WILLR,OBV,AD,CMF,VPT,BOP
HEM.ST,2025-02-18,417.20001220703125,421.6000061035156,414.3999938964844,421.6000061035156,124177.0,415.9599975585937,412.5749969482422,404.2307692307692,393.13333275204616,375.19471889563994,,233084.2142857143,72.32552452473452,15.755257165793921,14.352428033826673,1.4028291319672483,430.3754078151994,394.43999938964845,358.5045909640975,34.19849085858001,15.219197049038602,26.956927391129803,391.77872546226655,411.20001220703125,373.41048028189056,416.1000061035156,385.20001220703125,347.9500045776367,340.6000061035156,340.0,10.093842236544345,2.4194252016309576,7.20001220703125,20.441027323404967,79.86836250721849,44.65104904946903,68.8127978202333,20.600006103515625,5.194151736381691,0.05194151736381685,1.051941517363817,105.19415173638168,64.7027187067863,79.52029258350588,46.72136478475123,64.7027187067863,21.325313036827147,73.77510434560907,,61.62310323262415,-15.402839146375857,-2137.0,1788418.3238690528,0.3207306244302528,-1349.7357809638638,-0.6111092273131861
HEM.ST,2025-02-19,417.79998779296875,425.0,414.79998779296875,418.79998779296875,91531.0,417.3199951171875,414.1999969482422,407.95384568434497,395.55237978980654,376.8655137543587,,229433.85714285713,72.5921204986534,15.503883455353389,14.582719118132015,0.9211643372213736,432.49037191790103,396.72999877929686,360.9696256406927,34.136061243440935,14.121109043239382,27.993975624196974,397.9261313414289,414.3999938964844,377.9536428359018,416.20001220703125,388.0,348.1500015258789,341.1999969482422,339.6000061035156,10.101425805864839,2.4177659408813503,10.20001220703125,21.300000117375305,83.79858132456478,45.184240997306816,68.4342705172327,11.5999755859375,2.855729994420897,0.02855729994420888,1.028557299944209,102.8557299944209,49.66830776347047,65.227960027052,44.14406488418448,49.66830776347047,10.761083629433013,44.02879888875341,0.3160948849562084,55.52078753338324,-14.691967804687556,89394.0,1750729.0241389237,0.3418310691051672,-1218.1049953703255,-0.09803909835624143
HEM.ST,2025-02-20,415.6000061035156,417.79998779296875,410.20001220703125,417.20001220703125,77439.0,417.75999755859374,415.0999984741211,410.984614445613,397.6285705566406,378.3845134543256,,176218.92857142858,69.93188789448797,14.954758693252984,14.65712703315621,0.29763166009677455,433.94368632249825,398.7699996948242,363.59631306715016,32.267908371636544,16.660704421298885,28.27282794492526,403.0899522799253,430.20001220703125,382.13335238559216,416.20001220703125,388.0,348.9000015258789,341.1999969482422,338.3999938964844,9.922750790155744,2.3875723398531985,7.5999755859375,20.621794284918337,54.66164943932494,39.86377578897592,86.64772928925876,9.600006103515625,2.3645335230334075,0.02364533523033405,1.023645335230334,102.3645335230334,39.28846638378582,51.21983095134751,26.999969482421875,39.28846638378582,0.0,10.695465555420071,0.3250744763103164,57.77460057400364,-21.987952914703403,11955.0,1783335.1480005342,0.346823180867069,-1625.8704023285964,-0.21052779517820716
HEM.ST,2025-02-21,413.0,421.20001220703125,411.3999938964844,415.0,141639.0,416.6,415.77499771118164,412.24615243765027,399.44761875697543,379.7419835149403,,174311.57142857142,66.81552860437336,14.146700245249917,14.555041675574952,-0.40834143032503434,435.03477711972846,400.4,365.7652228802715,32.43926679222122,15.483964359369079,28.780492519207794,407.4275618682622,429.40001220703124,385.9786851713073,417.3000030517578,388.0,349.0999984741211,341.1999969482422,332.79998779296875,9.913984184469397,2.400480432074915,9.800018310546875,19.33461331098505,49.66645198035794,33.63105720874672,86.5925355683099,8.20001220703125,2.025694776261977,0.020256947762619673,1.0202569477626198,102.02569477626197,28.381324443816656,39.112699530357624,13.99993896484375,28.381324443816656,0.0,3.587027876477689,0.33307025534778933,51.04282272082218,-30.496462343272825,-129684.0,1687945.707402266,0.29448785837504365,-2511.968234589274,-0.20408125134292662
HEM.ST,2025-02-24,407.79998779296875,414.79998779296875,404.20001220703125,413.20001220703125,103974.0,414.2799987792969,415.37499618530273,412.36922748272235,400.75238037109375,380.8422974081963,,162147.7142857143,60.96410977167574,12.937574273800635,14.231548195220089,-1.2939739214194539,434.8951363848741,401.97999877929686,369.06486117371963,29.973314808422984,19.47036372307232,28.24204681025356,430.20001220703125,428.63201220703127,389.51639133416523,417.20001220703125,388.0,351.19998931884766,343.29998779296875,361.0,9.962983570288547,2.4431054116035282,10.5999755859375,17.892304836175413,-37.39600334762093,21.92821954335146,81.11829534955632,-0.600006103515625,-0.14691628611230856,-0.001469162861123123,0.9985308371388769,99.85308371388768,19.435831179024106,29.03520733554217,17.30758508980683,19.435831179024106,0.0,1.7763568394002505e-14,0.3396601071427474,45.11194806848945,-57.731994440769576,-233658.0,1654595.2401713107,0.29311605758504,-3821.0870462451267,-0.509437438820752
HEM.ST,2025-02-25,408.6000061035156,408.6000061035156,401.3999938964844,403.79998779296875,135828.0,412.55999755859375,414.77499771118164,412.56922795222357,402.2952372233073,381.9308350040912,,151390.35714285713,61.52241517130772,11.90663573662556,13.766565703501183,-1.8599299668756224,434.6644673010783,403.48999938964846,372.31553147821865,28.394397810824323,20.493291520168874,27.379168490070974,429.68001220703127,426.67745220703125,392.77108100399454,415.8000030517578,388.0,351.19998931884766,343.29998779296875,355.0,9.765628472913026,2.3900216169940487,7.20001220703125,16.347434801933048,-80.75653847180251,23.04483034261544,73.51121648595081,1.0,0.2453385635490024,0.0024533856354899963,1.00245338563549,100.245338563549,20.60534748846973,22.807501037103478,30.508518410758736,20.60534748846973,4.80138359639351,1.6004611987978545,0.3449782558667458,45.10295268359526,-74.99997350906361,-97830.0,1790423.2401713107,0.3226556231942125,-3554.6209100565015,0.6666680795151104
HEM.ST,2025-02-26,412.3999938964844,412.79998779296875,408.20001220703125,408.6000061035156,95650.0,411.47999877929686,413.9749984741211,413.15384380634015,403.9142848423549,383.1257039802635,,146422.35714285713,64.14553395352624,11.26636513130785,13.266525589062516,-2.0001604577546654,433.4640719742992,405.4699996948242,377.4759274153492,30.594736689052866,19.776518989934836,26.957582632405405,428.5488114746094,423.64415720976564,395.7653955002375,415.8000030517578,388.0,351.19998931884766,343.29998779296875,375.0,9.396653266700488,2.2785289538726623,4.5999755859375,14.934614523863218,-18.45416618325903,28.291067907052465,72.6409555111191,1.399993896484375,0.34063111836601934,0.0034063111836602797,1.0034063111836602,100.34063111836602,34.45720255992478,24.832793742472855,55.55550417920892,34.45720255992478,35.47616966300265,13.425851086465405,0.3493764374136843,51.66765984296671,-61.805579838913914,-2180.0,1869438.623102606,0.36964315908446943,-2665.0740990724144,0.8260886872064326
HEM.ST,2025-02-27,404.3999938964844,411.79998779296875,402.6000061035156,411.79998779296875,98664.0,409.2399963378906,412.0999984741211,412.8461514986478,405.41904703776044,383.95998985933096,,144667.85714285713,55.558329540989504,9.998160353565368,12.612852541963086,-2.6146921883977186,432.01881500261777,406.72999877929686,381.44118255597596,28.32200425368964,22.552290289767498,25.842120899354857,427.46285877148443,420.9748576121719,398.520164836781,415.8000030517578,388.0,354.19998931884766,346.29998779296875,364.20001220703125,9.42546287571965,2.3307277492522207,9.79998779296875,13.42179322854065,-92.03077305923635,11.116659081979005,73.49733533339983,-9.0,-2.1770682469467117,-0.021770682469467104,0.9782293175305329,97.82293175305328,33.73850790991725,29.600352652770567,15.151501139784251,33.73850790991725,0.0,13.425851086465405,0.3522574990207694,48.91861580309579,-89.58333995606742,-100844.0,1809382.0902911685,0.3214088364397847,-4579.021751065163,-0.8043487635380558
HEM.ST,2025-02-28,404.0,407.79998779296875,401.0,401.0,175446.0,407.43999633789065,410.4499969482422,412.56922795222357,406.5999988374256,384.7458726099454,,150371.57142857142,55.160714031137246,8.858705127368808,11.86202305904423,-3.003317931675422,427.1772998383217,408.45999908447266,389.7426983306236,26.832538139709104,22.603684460805344,24.60726656380616,426.42034417648443,418.62587396628936,430.20001220703125,413.0,388.0,354.2999954223633,346.3999938964844,348.0,9.237928941237442,2.286616074563723,6.79998779296875,11.715382502629211,-115.60325215653924,10.321428062274498,66.31120186064955,-14.79998779296875,-3.5339035874769498,-0.0353390358747695,0.9646609641252305,96.46609641252304,30.81538499450684,33.00369848811627,21.73914966452749,30.81538499450684,0.0,11.82538988766757,0.35373388164694486,49.558821694066395,-89.7260316922826,-276290.0,1788741.6623082943,0.2303942590544039,-4752.556197706527,0.44117726256832807
HEM.ST,2025-03-03,405.79998779296875,408.79998779296875,401.20001220703125,402.20001220703125,100421.0,407.0399963378906,408.9499969482422,412.16922701322113,408.33333188011534,385.57152418575026,,143430.0,56.66373986577727,8.008604416512924,11.091339330537968,-3.0827349140250444,421.5524714723862,409.9399978637695,398.32752425515287,26.01848128059272,21.258074143145738,23.568838709985645,424.8951235258954,415.80573413168304,429.90801208496094,413.0,388.0,356.3499984741211,348.09999084472656,,9.120932273001731,2.247642323157253,7.5999755859375,10.105125818497072,-95.09609408621918,13.327479731554556,64.6889941989681,-13.600006103515625,-3.242729208735362,-0.03242729208735362,0.9675727079126464,96.75727079126463,25.85618517921486,30.136692694546298,40.67790473333299,25.85618517921486,16.72850260353782,5.576167534512625,0.3540806454762846,49.12001248141357,-83.56169251253624,-175869.0,1809882.670788996,0.22105797566992377,-4305.138934939906,0.4736825197963347
HEM.ST,2025-03-04,398.6000061035156,405.79998779296875,396.6000061035156,402.6000061035156,126003.0,405.0399963378906,406.8249969482422,411.030766413762,409.3999982561384,386.08244504527045,,145709.5,49.51411444695704,6.676947435156478,10.20846095146167,-3.5315135163051927,421.2175445490933,410.03999786376954,398.8624511784458,24.14469023361497,23.328013335350047,22.008229400784533,423.46141611434166,413.4368166706138,429.6189319641113,408.90000915527344,388.0,358.6499938964844,348.09999084472656,,9.126578659891116,2.289658434556311,9.199981689453125,7.560255784254821,-137.45579399882166,-0.9717711060859313,59.18982493157168,-18.600006103515625,-4.458294716991896,-0.04458294716991897,0.955417052830081,95.5417052830081,24.920915788101382,27.197495320607675,12.345692966443814,24.920915788101382,0.0,5.576167534512625,0.35286206131652786,48.45153139210866,-94.04762012888226,-301872.0,1738663.6928678441,0.13559643400990593,-6540.770576405129,-0.43478347403512846
HEM.ST,2025-03-05,387.0,404.3999938964844,384.20001220703125,398.6000061035156,177479.0,399.9599975585937,403.5749969482422,408.5846135066106,408.9428551083519,386.11842759251476,,139263.92857142858,40.621230277245814,4.632179257059363,9.093204612581209,-4.461025355521846,424.06233176973575,409.07999725341796,394.09766273710017,20.631382140434987,28.86587725482431,21.62451763963897,421.3125033134756,410.06945455719415,428.9585534468994,402.70001220703125,388.0,360.9500045776367,348.5,,9.917536019145546,2.562670805980761,20.199981689453125,4.529486827361268,-180.0754956980735,-18.75753944550837,48.422333226176,-30.79998779296875,-7.371945594271057,-0.07371945594271051,0.9262805440572894,92.62805440572895,21.056163327158757,23.944421431491648,10.14489228169961,21.056163327158757,0.0,5.576167534512625,0.3494225229466075,41.24393839193715,-93.91307001528533,-479351.0,1610386.6219733309,0.0325615812041213,-11705.741604306204,-0.574258248440505
HEM.ST,2025-03-06,371.79998779296875,392.0,370.20001220703125,388.20001220703125,175420.0,393.43999633789065,399.0749969482422,404.9230745755709,407.3047587076823,385.5569201493953,,130684.78571428571,32.40766425056053,1.7648279527806494,7.627529280621097,-5.862701327840448,429.4796434893446,407.36999664306643,385.26034979678826,17.646994066249125,33.979983352512924,22.33966208348891,417.60125420283117,405.79998779296875,427.6157972097033,392.5,388.0,361.8499984741211,348.59999084472656,,10.76628257441863,2.895718915519081,21.79998779296875,0.7846129979843113,-233.18145798825105,-35.18467149887894,35.55069159452447,-43.800018310546875,-10.538984039292188,-0.10538984039292189,0.8946101596070781,89.46101596070781,8.878534113720095,18.285204409660057,4.145017093017004,8.878534113720095,0.0,1.8947806286936004e-14,0.3430000801306843,30.625114883700107,-97.3333740234375,-654771.0,1460715.968252844,-0.011682229348803329,-18595.62827448042,-0.7522951191446114
HEM.ST,2025-03-07,358.3999938964844,365.79998779296875,356.20001220703125,365.20001220703125,202891.0,384.3199951171875,392.7999954223633,400.39999624399036,405.038091750372,384.49194264928116,,130468.71428571429,27.1884162089046,-1.570729738356988,5.78787747682548,-7.358607215182468,435.8005763579604,405.0499969482422,374.29941753852404,15.877088152740468,39.57281037572481,23.796369923254584,411.91310516333516,404.3999938964844,425.3191658095964,384.5,388.0,361.8499984741211,348.59999084472656,,11.11154636095569,3.1003199079755026,15.5999755859375,-3.3653857891376333,-246.28256898548,-45.62316758219082,24.299174244518074,-54.600006103515625,-13.22034046089967,-0.13220340460899668,0.8677965953910033,86.77965953910032,6.157462003590905,12.030719814823234,4.182476636056245,6.157462003590905,0.0,1.8947806286936004e-14,0.3331589256478251,27.320194134443586,-96.80235162821066,-857662.0,1350816.1391072113,-0.033190412274858395,-25907.995813248333,-0.7083370420762178
HEM.ST,2025-03-10,341.20001220703125,359.3999938964844,340.0,357.79998779296875,150763.0,371.4,383.89999771118164,394.5076904296875,402.009521484375,382.79421988684,,132367.7142857143,22.237792223507967,-5.538236671160746,3.522654647228235,-9.06089131838898,443.08515909093177,401.6899978637695,360.2948366366073,13.99700553963266,44.775061789947365,25.837237107278238,404.1132721494526,392.0,421.86320812946815,376.3999938964844,385.1000061035156,358.59999084472656,348.59999084472656,,11.703578327779168,3.4301224821404,19.399993896484375,-8.480770600147764,-208.119693389427,-55.52441555298407,24.285128003816247,-66.5999755859375,-16.331529568301228,-0.1633152956830123,0.8366847043169877,83.66847043169876,3.383740275270664,6.139912130860536,1.8237270967388854,3.383740275270664,0.0,1.8947806286936004e-14,0.3193183617262729,24.74370418620682,-98.58822093290442,-1008425.0,1218704.4274874039,-0.10034381979760121,-33143.2661358142,-0.8556691138416137
HEM.ST,2025-03-11,335.3999938964844,344.20001220703125,334.6000061035156,342.20001220703125,131077.0,358.75999755859374,375.27499771118164,388.33845872145434,398.5333310081845,380.935622789179,,135192.42857142858,20.858533121032387,-9.0462479889149,1.008874119999608,-10.055122108914507,448.4120768956656,398.07999725341796,347.7479176111703,13.16616087809345,45.45619380703276,27.92610823151013,393.8551486055402,373.28,416.95141564170007,373.1999969482422,382.40000915527344,358.75,348.6999969482422,,11.553323168903201,3.444640244229981,9.600006103515625,-13.37820630195813,-173.68339784063696,-58.282933757935226,18.872875611955944,-73.20001220703125,-17.914833850611,-0.17914833850611006,0.82085166149389,82.085166149389,2.3841060832694407,3.9751027873769846,1.146114517013334,2.3841060832694407,0.0,1.8947806286936004e-14,0.30190677599124527,22.589260497201316,-99.07622663211767,-1139502.0,1109473.2469188236,-0.13036224331692245,-35371.42842447864,-0.7083347903348348
HEM.ST,2025-03-12,334.3999938964844,340.3999938964844,332.20001220703125,340.0,109471.0,348.2399963378906,366.5749969482422,382.29230440579926,395.047616141183,379.1106961659361,,137480.42857142858,20.62105673747987,-11.77137083913351,-1.5471748718270155,-10.224195967306494,451.2788133753469,394.2499969482422,337.2211805211375,12.484479847762698,44.61806100529032,29.95091978156724,383.18922295517575,359.3999938964844,411.1868169740272,370.5,381.20001220703125,368.2000045776367,357.5,,11.31379877751391,3.3833130933059072,8.199981689453125,-17.102564298189577,-136.767641742062,-58.75788652504027,18.754457945417144,-78.0,-18.913676322599226,-0.1891367632259922,0.8108632367740077,81.08632367740077,2.21624717032404,2.6613645096213627,3.678899897220042,2.21624717032404,0.0,1.8947806286936004e-14,0.2816722967588392,20.177973271036237,-97.52811046128862,-1248973.0,1058742.4257745608,-0.17165694781570426,-35697.817816226176,-0.6829290985757192
HEM.ST,2025-03-13,335.3999938964844,338.20001220703125,332.3999938964844,333.20001220703125,164973.0,340.9599975585937,357.77499771118164,376.7230741060697,391.4476158505394,377.39655097889874,,139147.14285714287,21.582523354750524,-13.692519843274738,-3.97624386611656,-9.716275977158178,452.08139899202723,390.34999694824216,328.6185949044571,12.010789251371149,42.92514658793731,31.831101935191697,372.99138080554684,348.52000122070314,404.8678725926675,370.5,381.20001220703125,374.6999969482422,362.59999084472656,,10.919957315587693,3.255801286316647,5.800018310546875,-20.479487688113522,-111.46011641234224,-56.834953290498945,10.86126347061992,-69.0,-17.062314797576917,-0.17062314797576916,0.8293768520242308,82.93768520242308,4.782925454139569,3.127759569244331,9.523761948185474,4.782925454139569,14.640079037154852,4.880026345718303,0.25940490679692285,21.21524889345027,-96.12592901298882,-1084000.0,1064430.6111366928,-0.2558161478484144,-35204.477496216874,0.3793059903712083
HEM.ST,2025-03-14,342.0,342.3999938964844,335.6000061035156,336.79998779296875,61582.0,337.67999877929685,350.6999969482422,371.5999967134916,388.047616141183,376.00845094051056,,136119.14285714287,27.79843099253482,-14.515157238908102,-6.084026540674868,-8.431130698233234,450.2080953497154,386.50999755859374,322.8118997674721,14.26613480892843,40.90778550084864,33.00649989566418,364.8331070858437,332.20001220703125,399.0544437618166,369.0,381.20001220703125,375.8000030517578,363.5,,10.639960364474288,3.1110995217761075,7.0,-23.88461538461536,-84.09025486678559,-44.403138014930356,14.11661128398082,-62.0,-15.34653465346535,-0.15346534653465346,0.8465346534653465,84.65346534653465,16.41068432855094,7.80328565100483,36.02939114024744,16.41068432855094,100.0,38.213359679051635,0.23618035187955577,25.183777974799014,-87.84120252924917,-1022418.0,1118767.7675036583,-0.3229398979492992,-33992.66597784177,0.7647090502733124
HEM.ST,2025-03-17,350.6000061035156,353.6000061035156,344.0,344.0,138491.0,339.55999755859375,346.14999771118164,366.8461514986478,384.7999979654948,375.01204133905975,,136309.35714285713,35.02567281079425,-14.308218446728915,-7.728864921885678,-6.5793535248432375,446.7227153493112,383.0699981689453,319.41728098857936,20.633544729456595,37.74226807492755,32.74231400585099,358.3064881100812,332.3999938964844,393.70608923743373,368.3000030517578,381.20001220703125,376.5500030517578,363.5,,10.708535060120097,3.0543453718475897,11.600006103515625,-26.283333020332577,-52.936162573562264,-29.948654378411504,21.08250486197678,-55.199981689453125,-13.602755877266093,-0.13602755877266087,0.8639724412273391,86.39724412273391,43.844819167120455,21.679476316603637,85.98130441292861,43.844819167120455,100.0,71.54669301238498,0.21302945049430644,31.719396183243965,-77.17121653856347,-883927.0,1170701.9475350024,-0.24983779877502532,-30510.141284034802,0.687500198682023
HEM.ST,2025-03-18,346.6000061035156,352.3999938964844,343.3999938964844,350.3999938964844,104011.0,341.8,343.0,362.3999985914964,381.33333188011534,373.8978438788423,,136906.57142857142,33.35338221904862,-14.302118613007565,-9.043515660110055,-5.25860295289751,443.0605873480298,379.53999786376954,316.0194083795093,19.38048342324064,35.85507180186871,32.534009958952254,353.6000061035156,334.0959948730469,388.7856030750015,362.1000061035156,381.20001220703125,376.75,364.20001220703125,,10.586496841540091,3.054384493685879,9.0,-28.689743237617733,-49.81845261640406,-33.29323556190276,15.601424230717983,-52.0,-13.045659609572535,-0.13045659609572535,0.8695434039042746,86.95434039042746,63.10013528333644,41.11854625966926,67.28971029683343,63.10013528333644,88.39059240986178,96.13019746995394,0.18987538979347018,33.79534160224368,-81.90954985791686,-987938.0,1140654.607460675,-0.2527608850358883,-31696.80412703875,-0.4222208658854167
HEM.ST,2025-03-19,335.6000061035156,347.6000061035156,334.20001220703125,346.79998779296875,213785.0,342.0400024414063,340.1500015258789,357.1384605994591,377.44761730375745,372.395967887653,,145129.5,29.22152326128746,-15.011845311795582,-10.237181590447161,-4.774663721348421,439.1534334625613,375.42999877929685,311.7065640960324,17.660774317010837,38.76568576858289,32.88175984484338,353.6000061035156,353.6000061035156,384.2587558055639,349.0,381.20001220703125,377.04998779296875,367.29998779296875,,10.787460916893254,3.214380429291729,13.399993896484375,-31.770510942508054,-64.12886999380692,-41.55695347742508,14.915769670942522,-51.399993896484375,-13.281652169634206,-0.13281652169634206,0.8671834783036579,86.7183478303658,56.12180107377995,54.35558517474559,15.09438851157796,56.12180107377995,56.824480985760516,81.73835779854078,0.1661540140597273,35.48707526690111,-95.56136425569755,-1201723.0,971540.9255929074,-0.29019965256925456,-38481.67128972905,-0.8358199097681346
HEM.ST,2025-03-20,345.20001220703125,346.0,336.79998779296875,337.20001220703125,108331.0,344.0000061035156,340.6500015258789,352.4769240159255,373.990475609189,371.32945982174624,,140335.57142857142,36.602917289095416,-14.631011380231769,-11.115947548404083,-3.5150638318276854,434.128638223981,371.90999908447264,309.6913599449643,16.44138613539412,36.08910895320814,33.20467045317086,352.3999938964844,352.8240063476562,380.0940563176813,345.8000030517578,381.20001220703125,377.04998779296875,368.09999084472656,,10.759784701149764,3.116971124177325,10.399993896484375,-33.68974167261365,-48.518994431814384,-26.79416542180918,20.906395259206615,-26.5999755859375,-7.154377745904961,-0.07154377745904957,0.9284562225409504,92.84562225409503,46.3617158584006,55.19455073850565,56.70104876679057,46.3617158584006,100.0,81.73835779854078,0.14290907440011047,43.963742931543834,-83.02871521751949,-1093392.0,1061032.0641557968,-0.2659535880549083,-35382.80882761345,0.8695640636091633
HEM.ST,2025-03-21,344.0,345.0,338.3999938964844,343.0,210791.0,344.40000610351564,341.72500228881836,348.27692354642426,370.5809515090216,370.25771629932484,,148219.14285714287,36.096163435601994,-14.261629514408071,-11.74508394160488,-2.5165455728031905,428.8062088337499,368.45999908447266,308.1137893351954,15.67910496968222,34.41588944386682,33.504516018046374,348.35999755859376,352.0790465820312,376.2625327888293,342.90000915527344,381.20001220703125,382.54998779296875,369.09999084472656,,10.476944244678128,3.045623326941316,6.800018310546875,-34.60384447146686,-43.62990308327254,-27.80767312879601,14.476407908311561,-14.399993896484375,-4.017855508290968,-0.040178555082909635,0.9598214449170903,95.98214449170904,40.770284721973496,47.75126721805133,50.51541688755213,40.770284721973496,93.13471342155255,83.31973146910435,0.1202066608573471,48.003472379037476,-83.96740257177024,-1304183.0,1207947.0626206715,-0.17234824237746263,-36115.5775535329,0.15151501139784251
HEM.ST,2025-03-24,345.0,348.20001220703125,339.20001220703125,346.0,239653.0,343.2800048828125,343.0500030517578,345.04615431565503,367.34285627092635,369.26721762091995,,156337.0,36.88039559415395,-13.729929995436123,-12.14205315237113,-1.5878768430649934,423.65330078028967,365.3199996948242,306.98669860935877,16.911200535046667,32.28254198201011,33.34323187357338,332.20001220703125,351.3638852070312,372.73753114228543,342.90000915527344,381.20001220703125,388.54998779296875,372.59999084472656,,10.371448227201117,3.006216877449599,9.0,-33.99871571858722,-29.84145489101353,-26.239208811692087,24.61986916268287,3.79998779296875,1.113712677906653,0.011137126779066517,1.0111371267790665,101.11371267790665,55.51903920816297,47.550346596179004,59.340651970146396,55.51903920816297,100.0,97.7115711405175,0.09825748941723056,49.395252992088636,-82.27148055518336,-1064530.0,1277179.5014091914,-0.12921966041438937,-35418.91185585848,-0.1111111111111111
HEM.ST,2025-03-25,348.0,349.3999938964844,341.20001220703125,344.0,98978.0,343.56000366210935,344.62500381469727,343.21538602388824,364.49523780459447,368.4332090867662,,150729.7857142857,39.28753647362135,-12.917573620225198,-12.297157245941943,-0.6204163742832556,417.5296146586609,362.2899993896484,307.05038412063595,16.780636058268563,30.431641642076805,33.02686537127658,332.52001220703124,350.6773302870312,369.4945296274651,343.0,378.6000061035156,397.6500015258789,377.3000030517578,,10.216343474504834,2.9357308834784006,8.199981689453125,-32.119228265224365,0.8212958821510857,-21.424927052757305,30.487155087713035,12.600006103515625,3.75671029600686,0.03756710296006865,1.0375671029600686,103.75671029600686,66.88185720042402,54.39039371018682,90.78950274357373,66.88185720042402,100.0,97.7115711405175,0.07737288456375335,50.42763491523118,-73.57861033739793,-965552.0,1342360.2074312163,-0.15536812653095644,-34558.23359498892,0.4878059673163452
HEM.ST,2025-03-26,340.0,346.79998779296875,338.79998779296875,346.20001220703125,108261.0,344.44000244140625,344.37500381469727,341.8000018780048,361.22857084728423,367.31818127944206,,145932.7142857143,35.40951158385213,-12.772079894687067,-12.392141775690968,-0.3799381189960993,409.62256595570494,358.66999969482424,307.71743343394354,15.693473250661997,30.150178580284276,32.92028949333644,333.1952114746094,350.01823756383124,366.5109682338304,343.90000915527344,378.6000061035156,400.65000915527344,377.3000030517578,,10.143748383971007,2.983455407050296,9.20001220703125,-29.249998043744995,-23.48147834289989,-29.180976832295734,31.75813997363912,5.600006103515625,1.6746430041051807,0.0167464300410518,1.0167464300410518,101.67464300410518,58.50902156311003,60.30330599056566,25.396909975610168,58.50902156311003,0.0,66.66666666666667,0.05700670690929055,45.82208743189213,-76.78573374846957,-1073813.0,1266577.8378175688,-0.208134872604485,-37046.99221567857,-0.7750015258789062
HEM.ST,2025-03-27,339.6000061035156,339.79998779296875,331.79998779296875,337.0,92104.0,343.32000122070315,343.00000381469727,341.6769244854267,357.76190476190476,366.23119401764103,,138019.35714285713,35.22230478095416,-12.54444666106832,-12.422602752766439,-0.12184390830188185,402.4263840125164,355.4300003051758,308.43361659783517,14.774685509250645,33.382819807953986,33.328851255912184,349.3999938964844,349.3999938964844,363.7660917516865,342.6999969482422,376.5,402.1000061035156,377.3000030517578,,10.004910085618166,2.946086544700622,8.20001220703125,-25.89230542305188,-86.2997147069607,-29.555390438091685,33.777912539098374,4.20001220703125,1.2522397982891675,0.012522397982891776,1.0125223979828917,101.25223979828917,53.50156106846713,59.630813277333715,44.31827048621768,53.50156106846713,0.0,33.333333333333336,0.03725893795192281,52.41558824592115,-71.73907034189632,-1165917.0,1354077.0594362211,-0.157548754920082,-37155.348209330914,0.3250007629394531
HEM.ST,2025-03-28,338.3999938964844,340.79998779296875,336.3999938964844,339.6000061035156,104443.0,342.2,341.97500228881836,341.9076937161959,354.6190476190476,365.13977440504664,,134710.7857142857,34.63076928273991,-12.318872347414356,-12.401856671696022,0.08298432428166613,394.00476941932413,352.15,310.2952305806758,15.034928400430067,32.29039455513229,33.552603356702285,349.04799377441407,347.99199340820314,360.8891423954019,342.09999084472656,376.5,402.1000061035156,377.3000030517578,,9.604558929251466,2.8382266851309326,4.399993896484375,-22.589740850986573,-50.97016422573145,-30.73846143452017,40.15843424420966,-3.600006103515625,-1.0526333636010632,-0.010526333636010599,0.9894736663639894,98.94736663639894,35.73840071207881,49.24966111455198,37.500021674408764,35.73840071207881,0.0,0.0,0.018150554440299338,60.25737079526628,-69.7247680736005,-1270360.0,1344582.3729631563,-0.15756319045578251,-37524.40849403763,-0.27273042537401426
HEM.ST,2025-03-31,332.79998779296875,336.0,328.79998779296875,336.0,279283.0,339.75999755859374,341.625,341.7846163236178,351.22857084728423,363.8715474790828,,145296.92857142858,31.935373406978364,-12.448478459248918,-12.4111810292066,-0.037297430042317004,383.10855500580817,348.5,313.89144499419183,13.96142694113855,35.63738493624167,34.27760133630462,348.70303365478514,346.69663295898437,358.2711184811829,339.09999084472656,371.79998779296875,402.6500015258789,377.3000030517578,,9.60423372741319,2.885887644138941,9.600006103515625,-19.721792172162964,-139.4518089146707,-36.12925318604327,37.34198878882774,-17.800018310546875,-5.077015972809584,-0.05077015972809587,0.9492298402719042,94.92298402719041,33.74525404521148,40.99507194191913,19.417469975008185,33.74525404521148,0.0,0.0,-0.0006210974636711164,55.8704658568236,-83.87097965045093,-1549643.0,1375613.2912948648,-0.14486317570414575,-42146.11810638051,-0.44444538634340697
